timestamp,channel_type,channel_name,channel_id,ad_cost,sales,homepage_visits,branded_searches,conversion_rate,bounce_rate,top_searched_words,search_volume,share_of_voice,region,user_id,age,gender,income_level,brand_awareness,recall_score,social_sentiment,engagement
2024-04-08 13:00:00,online,google_ads,google_ads_001,312.57344073396126,6289.464550603764,205,228,0.1465795521590767,0.6254520088543098,JYSK,4104,0.11841899926777578,East,77942,55,Other,High,0.9297713129574959,0.3461978265116601,0.7803266122775208,214
2024-04-08 14:00:00,online,google_ads,google_ads_001,218.41852174178518,6601.853368626917,581,277,0.0694829179693877,0.6711605366053319,IKEA,4778,0.3140769024925754,West,56314,26,Male,Low,0.27102977185199195,0.4513423511294672,-0.35424247068972137,357
2024-04-08 15:00:00,online,google_ads,google_ads_001,447.85147338494,3295.0158222422783,305,269,0.016430430458270542,0.2510194721011624,KIKA,344,0.23674786038332643,South,94727,37,Other,Low,0.2691077679499616,0.5141144950001149,0.8278052385618804,58
2024-04-08 16:00:00,online,google_ads,google_ads_001,350.4472354073102,3153.4971659479543,346,261,0.16401270056663184,0.5496590680661267,wardrobe,4745,0.39059341206596526,East,94684,62,Male,Low,0.6088021147387664,0.1742545762631944,0.5159680770101629,152
2024-04-08 17:00:00,online,google_ads,google_ads_001,142.43284876991393,8472.66680142323,934,150,0.03449196023751111,0.6926852761392078,JYSK,4834,0.33284324148631844,East,41146,47,Other,Medium,0.14554007641421016,0.8577992490996952,-0.19839753827595374,150
2024-04-08 18:00:00,online,google_ads,google_ads_001,193.9563470775773,7851.274773339098,778,216,0.1471457500700034,0.7169542116634997,sofa,540,0.39942479406594117,East,78260,54,Male,High,0.8209026078720335,0.20938696239177468,-0.336988803149493,62
2024-04-08 19:00:00,online,google_ads,google_ads_001,404.5451457664641,4031.111042572246,188,149,0.025639906674592462,0.21717902284018492,JYSK,9759,0.23944674784035408,East,45303,55,Female,High,0.49565372560124843,0.5351138587268935,0.950285398772202,116
2024-04-08 20:00:00,online,google_ads,google_ads_001,97.03642145904476,6740.251443781123,415,188,0.0813084899854135,0.7634955395330716,wardrobe,6015,0.08977214344252467,East,85676,21,Other,High,0.729276826017569,0.4446714098718296,0.4252539262226218,42
2024-04-08 21:00:00,online,google_ads,google_ads_001,387.6043994259336,8453.350037519325,110,168,0.021974953267992266,0.22600323998148786,IKEA,511,0.20643794392094622,South,64013,55,Other,Low,0.25716898314641745,0.5610583758807486,-0.24238009045759967,209
2024-04-08 22:00:00,online,google_ads,google_ads_001,211.4790985156079,8999.46497996154,148,106,0.10922059912926767,0.5687112078049099,sofa,913,0.2873333422797241,East,98220,67,Male,Low,0.6781216157075713,0.8987342653613548,0.28396777596161016,128
2024-04-08 23:00:00,online,google_ads,google_ads_001,298.260970748796,1052.2563481831837,995,180,0.13409579682849926,0.6160325165691873,wardrobe,4778,0.3120005506108194,West,99776,30,Other,Low,0.6346635889165242,0.9901795058704956,0.1430523980747378,297
2024-04-09 00:00:00,online,google_ads,google_ads_001,176.25115272777782,8321.161538212518,672,86,0.04257229682385578,0.26440717470074593,KIKA,1830,0.010198895716217992,North,95066,52,Male,Medium,0.7800951267261493,0.11824423541448253,0.049080045407921435,238
2024-04-09 01:00:00,online,google_ads,google_ads_001,493.9054573191925,4153.531008222333,270,261,0.08060924750329639,0.22880711936551562,wardrobe,6743,0.2069605645158947,North,98498,47,Other,Low,0.3676611633858735,0.4539154885526747,0.2894037976236876,127
2024-04-09 02:00:00,online,google_ads,google_ads_001,457.62813146403687,7465.404562985589,242,273,0.18674550329818018,0.6709472926704376,JYSK,2074,0.10174148618855215,West,11201,59,Other,Medium,0.9398490174743582,0.8358494778255192,0.07525264436072376,185
2024-04-09 03:00:00,online,google_ads,google_ads_001,467.80242662491327,4342.612281399996,306,160,0.09405393225041678,0.4308023748784604,KIKA,649,0.3512156149693675,South,85547,21,Female,High,0.9651709624561587,0.3939425922357793,0.3095807073727612,461
2024-04-09 04:00:00,online,google_ads,google_ads_001,133.1489830898825,6456.241781146134,562,202,0.16248327810554578,0.2642675091890742,dining table,2037,0.06963312317958913,North,86087,42,Female,Low,0.8813112500992193,0.6841325583266695,0.815137124447278,194
2024-04-09 05:00:00,online,google_ads,google_ads_001,428.7605431827943,6821.041960054167,608,198,0.18616510156143973,0.6576006898325852,dining table,303,0.26991793733418507,West,65103,48,Other,Medium,0.6148303895444877,0.9930332833898144,0.9865299362905438,327
2024-04-09 06:00:00,online,google_ads,google_ads_001,290.9286954608406,4644.934938246035,300,299,0.19512570674568444,0.7094978420861724,sofa,3688,0.11376425422672069,West,96142,64,Female,Medium,0.47825944359521555,0.6820941599343494,0.41857374669602665,347
2024-04-09 07:00:00,online,google_ads,google_ads_001,368.53664012313743,5615.0679802397035,104,291,0.18068118374136016,0.5524317144552845,wardrobe,7183,0.1490514358535662,East,22664,29,Other,Low,0.15219317671295937,0.20007223986094202,0.8556416035008654,224
2024-04-09 08:00:00,online,google_ads,google_ads_001,147.8768300332009,7536.820347272515,310,257,0.07030701254020413,0.29674208506078736,IKEA,2636,0.3768181116951695,North,79856,32,Male,Medium,0.9525050213148907,0.8586387612585871,0.7168205077659082,230
2024-04-09 09:00:00,online,google_ads,google_ads_001,370.39309069064717,5286.747418253759,128,161,0.19288884837062667,0.2091334828948945,sofa,5888,0.103774768909151,East,78624,43,Other,Low,0.9566032093285302,0.9699916935632766,-0.4099252040374417,139
2024-04-09 10:00:00,online,google_ads,google_ads_001,461.42026005753326,1125.8243657664993,289,219,0.16435509593174893,0.6204814887811665,KIKA,8398,0.04705107711094296,South,51456,27,Other,Medium,0.11681960948171548,0.7412575791689808,0.8658159660860711,342
2024-04-09 11:00:00,online,google_ads,google_ads_001,170.36662363195995,1116.137772977642,287,50,0.16906336089150267,0.5300838048951901,sofa,3911,0.037021111563248076,North,18664,29,Female,High,0.4211987919766481,0.47716128985876327,-0.858381999894757,281
2024-04-09 12:00:00,online,google_ads,google_ads_001,155.01193319727795,6951.797650444542,936,72,0.012882866992648605,0.5904782850320478,JYSK,2801,0.20679989293879025,North,62534,39,Female,High,0.8920327314324357,0.953560157810882,-0.3401563579129103,255
2024-04-09 13:00:00,online,google_ads,google_ads_001,96.98654681306499,8625.137837100381,866,156,0.1913053840304758,0.6879108021197575,KIKA,7925,0.2602674780908723,West,76696,57,Male,High,0.1727668297356565,0.9717148135442785,0.2798898702096,132
2024-04-09 14:00:00,online,google_ads,google_ads_001,170.06300389024744,8067.461837625968,249,162,0.15783714253126074,0.4605366661957833,IKEA,6074,0.137644520992646,North,20714,38,Male,Low,0.27690973903918664,0.9416050691492417,0.05383089179028411,17
2024-04-09 15:00:00,online,google_ads,google_ads_001,291.10651781702563,3793.602717398471,624,201,0.155913824336501,0.27470928130017225,wardrobe,4036,0.27920129929930154,South,14312,52,Male,High,0.9808095851376317,0.4706371020790726,0.0848247856587252,412
2024-04-09 16:00:00,online,google_ads,google_ads_001,424.7223311469022,5240.15096497259,983,224,0.02548969887643139,0.763989971234496,KIKA,4190,0.03380315024356274,South,30845,24,Other,High,0.8625599309083137,0.8107369065719622,0.589776659602496,425
2024-04-09 17:00:00,online,google_ads,google_ads_001,175.46011819593775,3107.4466609150027,465,138,0.054188022803932936,0.5271572763481145,wardrobe,9249,0.344360511519922,North,94686,35,Male,High,0.9208571446753873,0.688761423130654,-0.6105926354276154,76
2024-04-09 18:00:00,online,google_ads,google_ads_001,329.51497508119104,9902.349196000054,256,184,0.19282971637620083,0.5691764714531242,wardrobe,7056,0.3284612117983028,West,60703,44,Male,Low,0.22793897678978547,0.2617359992970282,0.9641510199349173,124
2024-04-09 19:00:00,online,google_ads,google_ads_001,265.81581462786795,3344.5580433420873,179,298,0.1051286442130405,0.7600468577310509,sofa,9352,0.3943435458429134,South,45215,52,Female,Medium,0.2901843630701605,0.5819634115094386,-0.1250835454056589,378
2024-04-09 20:00:00,online,google_ads,google_ads_001,179.86056827799723,4746.354335644299,967,299,0.08559302346507865,0.7589501937861578,JYSK,2646,0.37523694255171974,East,97564,64,Female,Low,0.6448749259165741,0.7729219082157732,0.8996865296111904,297
2024-04-09 21:00:00,online,google_ads,google_ads_001,279.66158653759123,7130.1605619187285,372,87,0.16958875525791361,0.5432567640369041,sofa,3836,0.14891689392838198,South,51078,19,Male,Low,0.5515643989024293,0.9063210483687785,-0.23376827100633468,114
2024-04-09 22:00:00,online,google_ads,google_ads_001,125.58307837814473,8884.159026856983,759,288,0.02659467868164942,0.3785668548328557,dining table,1772,0.1657173997660751,North,46264,49,Male,High,0.36865305149234406,0.8763385333658982,0.20357333770327135,478
2024-04-09 23:00:00,online,google_ads,google_ads_001,337.80990193183317,1463.2811566042287,817,96,0.08921898309150127,0.7982681804076437,dining table,501,0.30092629051652126,East,44484,32,Other,Medium,0.8954616697635217,0.23919265016693392,-0.09937705735372782,34
2024-04-10 00:00:00,online,google_ads,google_ads_001,102.0482245327328,3709.177084244093,725,152,0.08138314714019589,0.6084902539721216,wardrobe,8893,0.06229228106244345,North,96857,62,Other,High,0.9112497539820157,0.5392299218366898,0.35187032770394056,62
2024-04-10 01:00:00,online,google_ads,google_ads_001,378.9412363144526,6120.872631680143,617,212,0.07647176353577462,0.44506200613523395,JYSK,4413,0.1324657369954856,North,52162,41,Female,High,0.36251560913195,0.5304417665147065,-0.632750541231627,256
2024-04-10 02:00:00,online,google_ads,google_ads_001,129.97070527347825,6564.817732385651,889,255,0.06846152629408389,0.5359020817121538,KIKA,6452,0.05623096542050283,North,76991,37,Male,Low,0.24017782653274583,0.90886335570813,-0.19874293431903012,346
2024-04-10 03:00:00,online,google_ads,google_ads_001,499.1716189925923,1630.2469464987473,331,111,0.04991424179011483,0.44950043016081787,wardrobe,8579,0.18740571513840426,West,89567,27,Male,Low,0.23418317869328215,0.10174357822318017,-0.8632377557851372,290
2024-04-10 04:00:00,online,google_ads,google_ads_001,420.6526676421854,6976.7086405786595,748,122,0.04285305256819922,0.7329830913779884,KIKA,187,0.2252816691552739,West,98465,41,Male,Low,0.5359826758527452,0.7648421838642349,0.19620283398002702,42
2024-04-10 05:00:00,online,google_ads,google_ads_001,204.72813673687503,5752.579290477169,259,52,0.13167716221473807,0.4894996249194477,wardrobe,7246,0.09235258328547344,South,49794,41,Male,High,0.21962664586121763,0.6567773648916387,0.9253633971782456,296
2024-04-10 06:00:00,online,google_ads,google_ads_001,241.79214753019053,8448.646414259301,443,151,0.1846850198296489,0.6941170255887483,sofa,6379,0.02038635789650095,North,39237,41,Male,Medium,0.5260061998857027,0.9294143258589096,-0.9081869696852285,45
2024-04-10 07:00:00,online,google_ads,google_ads_001,166.63595949845978,2999.7025858747065,388,197,0.10668181259747747,0.7041057786938025,wardrobe,2305,0.29054877438270404,East,75294,57,Other,Medium,0.5157406655738717,0.5112256152985641,0.319260049003133,352
2024-04-10 08:00:00,online,google_ads,google_ads_001,395.20155253099966,2755.242865196885,304,282,0.0666151649458624,0.694599402641149,wardrobe,3067,0.017802014126205717,East,78007,65,Other,High,0.8956991918850914,0.6919050248879506,0.5501959272753194,388
2024-04-10 09:00:00,online,google_ads,google_ads_001,221.3271364809983,8140.034997351601,937,274,0.040240437567223,0.6333131674854047,JYSK,4350,0.3896270174820589,East,10367,65,Male,Medium,0.36658939582003336,0.975472327379388,-0.5737831516447423,248
2024-04-10 10:00:00,online,google_ads,google_ads_001,389.83347941879106,7334.822160456547,404,154,0.16772723935999292,0.7129266300845492,JYSK,3634,0.09642683012953422,West,23417,51,Other,High,0.6045872127768797,0.7695133866243179,-0.4538514132629059,226
2024-04-10 11:00:00,online,google_ads,google_ads_001,58.28069960608126,8125.060245199072,459,93,0.19458349072991063,0.4323377477737816,KIKA,8511,0.26892103592535355,West,62328,58,Other,Medium,0.7691498778556868,0.16064557671679064,-0.5968378275199293,186
2024-04-10 12:00:00,online,google_ads,google_ads_001,111.02943177706808,8037.407269252715,769,209,0.07633952627889184,0.26879792368517624,JYSK,9774,0.1795531732335958,North,78910,57,Male,High,0.6363233155449157,0.2507801958754071,-0.4051747266473851,53
2024-04-10 13:00:00,online,google_ads,google_ads_001,214.23845061615586,1936.0060824741463,969,149,0.06528058085490449,0.7054725226235088,wardrobe,3338,0.03327280553147181,East,16773,28,Other,Medium,0.9586610604821233,0.8393059926637731,-0.7798348816132517,313
2024-04-10 14:00:00,online,google_ads,google_ads_001,99.00884002756672,3507.2474256923574,499,75,0.12428366106523885,0.4989010494124072,JYSK,8613,0.19415160658744232,East,24205,43,Male,Low,0.642049732449793,0.4013159868762931,-0.2593042574291553,167
2024-04-10 15:00:00,online,google_ads,google_ads_001,320.50759653330834,3340.766225228017,548,97,0.1573125063811509,0.27642561951671063,JYSK,2838,0.21153664737575187,West,65443,18,Other,Low,0.9116759606231006,0.7353262995384474,-0.26214160937121034,278
2024-04-10 16:00:00,online,google_ads,google_ads_001,72.87444434035548,9411.285532751557,205,54,0.09652653267443621,0.26918751330920476,IKEA,5036,0.34332645115621874,West,97905,47,Male,Low,0.32055075032836866,0.7298413600094452,0.6145349132108178,180
2024-04-10 17:00:00,online,google_ads,google_ads_001,436.89334756520435,5387.19916645311,181,108,0.12971389847358036,0.29554543640593567,IKEA,1936,0.2956161371626802,East,94117,60,Male,Low,0.6046774955014927,0.9943304710493844,0.6019166312014368,230
2024-04-10 18:00:00,online,google_ads,google_ads_001,392.58859944019207,1999.5141943001563,441,110,0.14614432292442547,0.6505839558002635,dining table,2659,0.04092796515382068,East,64063,35,Other,High,0.588975333909989,0.5228854512727067,0.5934467266187295,409
2024-04-10 19:00:00,online,google_ads,google_ads_001,147.3154156525786,3606.201153370169,881,98,0.19251253469267407,0.6265140040797688,sofa,1668,0.09157344653858338,South,57119,43,Other,Medium,0.9905068991260751,0.7640491244553308,0.13407182643786064,239
2024-04-10 20:00:00,online,google_ads,google_ads_001,267.706357758373,8847.114836648243,520,207,0.04135709279881585,0.32229120811093,sofa,4820,0.13163619684382963,West,43668,64,Female,High,0.28405568205921117,0.1438775895574921,-0.34823862626733093,100
2024-04-10 21:00:00,online,google_ads,google_ads_001,253.31588528491426,8623.59740348782,148,194,0.19950267382682021,0.7081540508658772,JYSK,8057,0.0553989977212796,North,92112,26,Male,Low,0.22689405852937972,0.5163319186237797,-0.1780709671991325,419
2024-04-10 22:00:00,online,google_ads,google_ads_001,376.18907690316996,9103.055350964836,305,119,0.08450976449583346,0.36877687731694697,dining table,8644,0.18819063765665134,North,12770,26,Male,Medium,0.6505048698673783,0.2680133903354179,-0.3645129904758364,468
2024-04-10 23:00:00,online,google_ads,google_ads_001,230.67900521352902,4496.75895463318,317,235,0.1474080271180452,0.6757913499889685,dining table,9320,0.3938805844363889,East,72537,18,Male,High,0.30132292899885704,0.8565143965418592,0.16385580996144267,440
2024-04-11 00:00:00,online,google_ads,google_ads_001,64.82088402343058,6772.068653409969,917,240,0.11875873181486947,0.4932835446409652,KIKA,6625,0.21069898858272704,West,54308,24,Male,Low,0.6752398110852609,0.8559174988144639,0.8759582426273325,430
2024-04-11 01:00:00,online,google_ads,google_ads_001,173.1811364824274,3503.5652788779134,775,238,0.10246703723167962,0.6389292095231398,IKEA,8035,0.29933404564603605,North,47948,61,Other,Medium,0.9752401796675958,0.3127279786351258,-0.4310064318885716,140
2024-04-11 02:00:00,online,google_ads,google_ads_001,259.78811235666893,2627.427980371365,535,240,0.14263432005900145,0.4288325978441396,dining table,9219,0.276345741102745,West,60102,59,Other,Medium,0.9518553958577118,0.3864566378048214,-0.0822963647077406,419
2024-04-11 03:00:00,online,google_ads,google_ads_001,488.52149727228755,1197.1096833373113,890,64,0.08519323154248307,0.4082843582568656,wardrobe,8321,0.34146545968593384,East,13606,68,Female,Low,0.3079927221795982,0.7322300060143169,0.3102338602786803,235
2024-04-11 04:00:00,online,google_ads,google_ads_001,446.5214001294554,3010.968547204145,421,50,0.033960896453993215,0.7048157593755995,KIKA,7614,0.09413216128158769,East,90214,33,Male,Low,0.2538067133909341,0.7644393310710403,0.6893898235911655,234
2024-04-11 05:00:00,online,google_ads,google_ads_001,131.6327648009857,6439.367232030457,330,190,0.10288974279303555,0.2211813527084418,JYSK,7165,0.303992242060281,East,43025,55,Female,Medium,0.6046653584462911,0.6918684419029364,-0.49333215871807035,152
2024-04-11 06:00:00,online,google_ads,google_ads_001,375.474173220847,9137.892822461134,810,225,0.10916401542964053,0.7848421683545046,wardrobe,6837,0.35372854371924234,West,60373,28,Female,Low,0.6280995594008351,0.9970251737735452,-0.4394200980392189,75
2024-04-11 07:00:00,online,google_ads,google_ads_001,471.5714628566544,2200.7849789389757,586,177,0.04836140914598845,0.5889077349592241,sofa,2640,0.07688883096229467,North,24388,68,Female,High,0.6960250642425853,0.8818148907866008,0.7703310645118724,37
2024-04-11 08:00:00,online,google_ads,google_ads_001,53.95667586586636,9262.104048688978,528,211,0.18776767770244487,0.4594900329196653,IKEA,3919,0.14525286571732146,South,92570,42,Female,Low,0.7673418333881276,0.47535299267727027,-0.839483760028394,134
2024-04-11 09:00:00,online,google_ads,google_ads_001,374.42555315187167,4108.467113845492,982,174,0.053220372862795344,0.5768327186902552,wardrobe,8786,0.388339688089309,North,40920,46,Female,Low,0.6408615796048037,0.3942790493876953,0.21089521193442518,221
2024-04-11 10:00:00,online,google_ads,google_ads_001,256.7000730250208,4841.455668528886,825,207,0.08775324287597856,0.2736445678753897,JYSK,8123,0.3145072599321191,West,45193,36,Other,Low,0.20057770334769653,0.6371647731964725,0.7209108321919742,431
2024-04-11 11:00:00,online,google_ads,google_ads_001,356.1062883274,4284.806864218721,383,68,0.03943664050049743,0.5084314731761286,wardrobe,9164,0.12021042468963762,North,25011,35,Other,Medium,0.8111421735125031,0.8358727022501534,0.8434855007030666,437
2024-04-11 12:00:00,online,google_ads,google_ads_001,322.5151731073056,4677.473259277335,585,168,0.11180136277551937,0.7910573140038788,wardrobe,934,0.22993729016134992,South,41254,64,Female,Medium,0.1715654660721634,0.5278091263628976,-0.9746254915342625,446
2024-04-11 13:00:00,online,google_ads,google_ads_001,493.0994725050657,3332.738342688987,375,113,0.06845114553901703,0.34116166270802417,dining table,3424,0.16768718791129675,North,68266,46,Other,Low,0.11799341759547288,0.7639233461484756,-0.26066804501163143,89
2024-04-11 14:00:00,online,google_ads,google_ads_001,179.96693283404053,7287.442104802947,532,115,0.10296177879545595,0.6333668594218098,IKEA,729,0.20108641876758068,South,21106,33,Other,Medium,0.7926923769506888,0.11724403555543816,-0.4854704277579067,247
